review	hours
Many people seem to think that this is like COD, you simply rank up from playing the game, no this is not true. You rank up as your skill improved, if you play well for a few weeks, and you finally get the Gold Nova youve been wanting for ages, and then you proceed to play awfully for a long time there is a very likely chance you will be deranked sadly, its for the best, you will be matched against players who are around the same skill level. Recently a feature that allowed you to watch your recent games has been implemented into the game, this is in now way ground breaking its been done by other games before, but they have there issues, although I have not got round to actually trying out this feature I have been told that it appears to be working considerably well. The watch feature is great for those who enjoy re watching those moments of which they pulled of that beautiful AWP shot, or got that 5-kill ace. I would like to say in this final paragraph, of the 250 hours+ I have played of this game I have seriously enjoyed (almost) every moment of it, sure there are some hackers, but you have to make sure to report them and they will be dealt with. All the factors about this game are good, but as all games go by, they have there problems, sure if CSGO has improved graphics that would be nice, and if *breathes in heavily* VALVE WOULD ADD 128 TICK MATCH MAKING SERVERS this has caused some annoyance for me in match making, if you dont understand whats so bad about 64 tick, I suggest you watch this video:	1106.9
Anyway, I highly suggest you buy this game, apart from my small rant at the end, and game is fine, good game mechanics, graphics are sort of good, I supposed most of the maps are well balanced, there are a few that I suggest you shouldnt play though. The game has a small price tag, which I am sure will attract you to it even more, especially when its on sale at 75% of! Hope you enjoyed reading my game review of Counter Strike: Global Offensive, and that this assisted you in making the decision of whether to buy the game or not.	666.1
Once upon a time on de_inferno there existed a single chicken on A site. "I must get to my family!" said the father chicken. Navagating through all the stained karambits and battle-scarred asiimovs will prove quite the challenge. As the chicken creeps up the stairs into apartments he sees the glass shatter in the first room to his right. He scatters down the hallway anxious of what will happen next. There are 3 mysterious people wearing potato sacks on their head and must have applied way too much eye shadow. He sneaks past them and makes it into the crawlspace. "I can't believe it! I may actually live to see my family on B site fishing in the koi pond." AWP shots are being exchanged down the middle of the battlefield and the chicken hears flowerpots shattering here and there. As he gets to the exit of crawlspace he sees another potatosack creature hiding behinds a haystack and scuttles down into banana. "Who the hell drove a taxi down here?" says the chicken. He makes it down the dark ally and glances over to see the remains of his family. They are but feathers floating in the burnt sushi in the pond after a thrown molotov. "I.. I.... I can't belive thi-BOOM-." A cheeky CT sits in his spawn with an AWP as he giggles in his chair after murdering the poor creature in cold blood. Please, I beg of you, these chickens are endangered creatures and risk thier lives to venture through the city just to meet thier family again..	544.0
This game effectively ruined my social life.	992.6
Last Update Goodbye, CS:GO. You really helped me a lot on English : ) and buried me with "Silver II, the Nu:B" on my tombstone. -------------------------------------------- Update 17/02/2015 Hey my foreign friends. Have fun in the Chinese Lunar new year! May the goat or sheep bless you and have a safe and sound 2015. Update 1/31/2015 400 hours and I'm still Silver 2. ------------------------------------------- Last Update before Christmas: Kids are lovely. "Carry us harder," he screamed. However, I'm just a lucky silver 2 with swag-7 and pro90. I tried my best to give him the Christmas present, but I failed. So sad. ------------------------------------------ Update something about racism. Well....as an Asian, I encountered lots of racism assaults during the gameplay. I would just simply mute the racist and report him after the match, cuz I play this game for fun and practicing English, not arguing with other players... Fortunately, most people are friendly and are willing to learn new things about Asia. Don't regard all the jokes as racism. I also made some friends online, people from East Europe, State people and Canadians. Hope the world can develop in peace and go hell terrorism! Yes, that refers to you, ISIS. Go hell. ------------------------------------------------------------------------------- Prefer it to Rising Storm, because it has a crosshair. Prefer it to Tomb Raider, because I don't have to aim by holding R-mouse. Prefer it to Call of Duty, because I would know how I died. Playing CS:GO is a good way to practice English. Not suitable for foreign youngsters, because I learned lots of four letter word from this game.	484.7
How To CS:GO 1. Buy Cases 2. Buy Keys 3. Open the Cases 4. Cry Alone because you lost all you're money	124.3
Either you die like a b**** or you live long enough to be called a aimbotter. 11/10 would chase chickens again	610.1
You either get killed by an AWP and get called a noob. Or kill someone with an AWP and get called a noob 10/10	63.3
i was only 10 years old i loved csgo so much i had all the consumer skins then it all changed i traded them for a ak blue laminate he scamed me. he took all my skins i was so sad i prayed to gaben that night i woke in the middle of the night it was gaben. he was standing there, naked he handed me a stattrak gut knife he winked at me and left out my window csgo is love csgo is life	134.3
Ruined my life and cost me over 200. 10/10 would recommend to friends and family	923.8
You can either be a hero and save chickens from the terrorists, or be the terrorists and strike fear into the chickens and make them explode. (Or be surrounded by people who rage at you for not getting the clutch.)	863.1
I can safely say that thanks to the Shamwow I have not had a spill that I could not get out. What a very great product!	10.2
veri gud gaem plei evryday kill trrorists pew pew brep brep	2921.3
Weapon skins simulator ?... 11/10	809.0
CS:GO is a simulator of the well known computer game "Counter-Strike"	19.8
I've played CS.GO for a thousand hours plus. I think, I've clocked in a decent number of hours to offer genuine and reliable thoughts/insights/feedback of the game. If there had to be reasons why i would not recommend this game, it would be for two reasons. Firstly, I have to say that the CS.GO community is horrible. People show no signs of mercy to those who are new (Including myself at times). There are plenty of rude people. Of course i've met really nice people who respect one another but that is just a small minority. Too many people kicking out starters from casual matches for being noob ( not forgetting many times people kick out random players to allow friends to enter the match) and many times sore losers who constantly restart the match just because they died/didnt get a kill/for fun. Secondly, the number of hackers and smurfs that are present now. These people are spoiling the game for those who enjoy some casual FPS and also in competitive mode. Especially for smurfs, I know of many who wish to rank up higher in competitive but simply cant due to the number of smurfs who are actively cockblocking them. And as for hackers, there are those who use it for personal glory or to use it to sell people ranking up services. These people are simply a real pain to the CS.GO community. Need I say more? CS.GO, honestly, is good fun. I do love CS.GO. I have spent many good hours with friends, meeting new people and killing chickens. However the harsh reality of the CS.GO is simply cruel and merciless with people constantly yelling at you and telling you that you're no good, along with a good bunch of hackers/smurfs who ruins your gaming experience. If you cant handle the harshness of the CS.GO community, dont start playing it. However if you choose to enter the CS.GO world alone, good luck. I hope you meet a few reliable and friendly comrades. Until Valve finds a way to counter the problem is hackers and smurfs (especially in competitive mode), I will not recommend it. (Suggestion to counter smurfs: If the IP address has been in a CS.GO server before, he/she will not be allowed to play in the same pool of players in competitive mode.) EDIT: Valve's implementation of having 24 hours cooldown after every 2 wins for fresh competitive accounts is a great effort in slowly down smurfs and catching hackers via overwatch, however i think a more full proof method would be required after once they reached 10 wins. ADDITIONAL NOTE: To the few who have disagreed with my review because 'It's the community you're unhappy about, not the game', here's what i have to say. I strongly believe for a game like CS.GO (in fact any game with multiplayer funtionalities), community is a very large contributing factor if the game is good or not. It is the community that makes the game whole and who it is, especially for a game like CS.GO. I highly doubt people buy CS.GO to play offline mode/bot matches. Though I understand your point of view, and that i should be reviewing the game base on its mechanisms/funtionalities like movement/gun bullet mechanics/matchmaking. However for my review, my aim is to offer my readers a deeper insight to the game than just what you see it on the surface/trailers. At first you might feel that the community doesnt affect you at all, however once you get into the game, i believe you'll change your opinion. If you still disagree, I think its either you havent been exposed enough or you're just darn lucky meeting really nice and legitimate players in your matches. @Shadowdance You're welcome. You gave me the push to write this reply. Cheers fellow comrades.	1177.4
