% Generated on Thursday, 14. May 2015 05:34PM
% This ARFF file was generated with review data from the following game(s): ['Counter Strike']
% It is useful only for trying out machine learning algorithms on the bag-of-words representation of the reviews.
@relation reviewer_experience
@attribute string_attribute string
@attribute numeric_attribute numeric

@data
"its an 15 years old game and sill one of my favorites! highly recommended.",968.9
"counter-strike is #1 game is world))))))))))))))))))))",977.7
"its counterstrike, what you think. 100% one of the best games ever!",10.2
"still and will always be the best mst skilled fps game made",2146.5
"went on a server and i was overwhelmed by brazilian piraters. makes me think why i bought it. 10/10 move to brazil to pirate the game.",11.1
"in my opinion, cs is the single greatest first-person shooter ever created. complex, addictive, challenging, intense, precise, and infinitely replayable, cs was the defining game for an entire generation of gamers. but be warned, this game is absolutely brutal if you are new to shooters.",606.9
"it was the best game ever made before valve  it up!!!and yes i still hardly recommend this hardcore shooter!",414.2
"[10/10] the most popular online first-person shooter, in counter strike is played by millions of people in spite of its horrendous graphics and bad physics ...",436.3
"awesome game. if you have a lot of free time cs:go is definetly the best fps to try. i recommend this game!",16.2
"hey guys whats good i made a cs server on the 19th looking for more people since im the admin/owner im welcome 2 suggestions for the server here is the amx plugins i have sofar quakesounds.amxx admin_allinone.amxx admin_check.amxx goldenak.amxx if theres anymore i should know of let me know thanks:) 8.6.193.10:27025",41.5
"awesome game. best fps game ever... you are gonna need some serious skills for this game.",686.5
"nearly noone plays it anymore but it is still the best!",706.0
"wow.. its amazing.. i quit this game year a go.. but now im again addicted o that!!",1538.8
"i think pie is good i think.... you cant sue in case this is wrong... :d this is a good game...",13.7
"that is an awsome game, i have played it for five years and i enjoyed every moment!!! highly recommended.",2177.8
"i dont have to tell you what counter strike is right? the steam version is better then a pirated one since the servers work perfectly and it got most bugs out since the days of won. net",14.8
"counter strike    first person shooter game(fps)   mods : public , deathrun , jailbreak , furien , zombie , hidenseek , hidenseek blocks.        .     .     steam      server gather         non steam      48.     gather(servers grnet)      mirc. all rights reserved.",1210.9
"all time classic. 11/10 would wallbang again and again.",247.8
"old but gold.... one of my favorite games! love it..",592.6
"a game which will never bore anyone.. i never tire of playing this game..been 8 years and still counting..life as a cs player rocks..",568.4
"awesome game! never had so much fun with any other game!",112.0
"my first fps game onlinr, awesome experience,best maps, overall really loved it",165.3
"the best fpss of all time for its time and still and a great alive community.",185.7
"this game changed gaming as a whole. one of the best fps of all time, if not the best. but its all about the gameplay. its how cs plays that will get you. huge online community, thousands of mods, nostalgic graphics, excellent gameplay, nice sound effects even if they r outdated. cs 1.6 is my favorite fps and is much better than source and global offensive in almost all aspects. i played this game so much before i got steam, this game is just spetacular. even in non-steam gaming, lan houses,competitive play, cs 1.6 is still incredibly popular. 10/10, congratulations to the developers.",29.5
"old school game )) i really used to liked it but now i prefer counter strike global offensive",10.9
"this game is old as , but its better than cs:s but csgo.",1.2
"counter strike 1.6 is a good game. it used to be sooooo much better, but now there are hardly any servers running, and even less vanilla counter strike servers(servers without mods). unless your a hardcore counter strike player, id reccomend you just get cs:go. the gameplay is better in the first place, there is workshop, and billions of hours of content. back in the day 9.8/10 now...6/10 dont be hatin",82.1
"this game will always be the best out of all the cs",1628.2
"this game is fun. it have got bad graphic but that is ok . i recommend it.",1.8
"you cant strike a counter, but you can strike other players with a knife. or just constantly get one hit killed by enemies with deagles, aks, and awps.",1.6
"not really know what to say...but still the best online fps game :d",1652.7
