% Generated on Thursday, 07. May 2015 12:06AM
% This ARFF file was generated with review data from the following game(s): ['Counter Strike']
% It is useful only for trying out machine learning algorithms on the bag-of-words representation of the reviews.
@relation reviewer_experience
@attribute string_attribute string
@attribute numeric_attribute numeric

@data
"i grew up playing cs 1.6, this is one of the best games late 90s !",84.7
"cs:go is good. cs is great. i keep on playing, and school i will be late.",4.7
"one does not simply waste 600+ hours on this game.be sure to buy/play it.besides its classic game.",677.0
"best fps game ever in the history ,present and future of pc gaming",568.3
"i bought the whole cs 1 anthology.great time-terrible decision. lets get to the point-when you start,you..well get blasted in the face.honsetly when i started on the scoreboard it was 1:15 so yeah. glock,usp,deagle,mp5,famas,galil,cv-47,m4 and awp that is going to kill ye most of the time. have fun buying and playing :)",139.5
"this game has eaten half of my life, dont know how to review this.",143.7
"this game is really awesome. this made my childhood awesome!",769.6
"this game is legendary!!! any online fps fan should play it.",141.9
"this game is awsome and will be for sure in next 50 yrs :)",318.6
"if you want to learn spanish,russian,swedish language play this game.",166.3
"if you didnt play this but play cs:go, you probably like to pretend you did.",22.8
"i grow up on cs 1.6, but now it is unplayable. a lot of garbage on servers a lot of music and useless things. low download speed, and everybody hack everywhere. please make something with this game, just need some patch, for disable downloadable contetn, and useless things...",29.5
"i have a crush on this game. please add workshop or something to make it be better.",178.0
"the best fps created. it is because of this game that the fps was revolutionized, be it in the competitive scene and the casual scene. nothing can compare to the greatness of this game.",435.7
"probably my most favorite game ever. the original is still so amazing, great servers, mods and tons of activity still!",950.2
"this is a old classic and i love it and its all around funn",1.3
"a classic shooter that everyone still play and enjoy, a game that almost any male person in my country has played.",13.0
"this game is just as good as it was 10 years ago. its the tetris of fps. you will still find tons of people to play with (half of them annoying kids, just like 10 years ago) and find yourself neglecting your modern games...",25.1
"the most intoxicating, the most classic cs ever. best for oldschool players! ;)",596.5
"the first counter strike that started it all. which was an amazing mod for half life and my first pc game :)",0.3
"i cant get the game to work it starts but i dont se the load screen i just see black",1.5
"what can you say? the best fps game out there, even to this day.",21.7
"the classic genre-defining fps. counter-strike may be 16 years old but there are thousands of servers with an overflowing amount of players. the difficulty curve is no joke. but once you get used to it, you never get tired of tea-bagging dead players after a headshot. since it is only multiplayer, you get practically infinite replayability. 8/10 - a big heavy dose of fun",1.0
"this is one of my favourite games. it is simply classic game. i really enjoy playing this game",725.3
"great game and classic fps game! should play if you like shooting and..shooting :d",1252.8
"uh.. probably the best game i have ever played. must have, go and buy it, now!",159.9
"legendary! counter strike 1.6 - as it should be. the game has stood the test of time, an yet still out does counter strike source, as one of the most remembered, well designed, fun multiplayer shooters of the last decade. 9/10",15.3
"the first time ive played counter-strike, i remember i was just 11 years old, back in 2001! since then it had me nailed, its just so awesome, you come home, turn on your teamspeak / ventrilo, form a party, play 5v5 just for fun, train and become better, step by step. for anyone new to action-shooter genre i highly recommend playing counter-strike, its just a must-have!",3.8
"the original mod from half life 2, i grabbed this when it was free way back, been playing ever since, with tons of user made content, a large community to play with this game is still a great buy. wheter your camping or lobbing nades, skill and teamwork are a must to succeed, mics are even better, this game can be as serious as you want it to be, just dont get mad bro, lol.",0.8
"its bit old now , but it was the best game i played as a kid ...i loved it and i have my copy",121.5
"you must be legally required to own this game to apply for citizenship in mexico.",2.7
"one of the most revolutionary fps online games ever. its an superb fps team tactical shooter game that has few different game modes with lots of great maps! highly recommend it to others out there that is looking for great competive challenging online gaming.",281.0
"so much fun. cant explain. thats why i`ll stop the review here. ty",820.1
"played first time 13 years ago and got totally hooked up, awesum game.",1272.5
"best fps for valve. i love this game. you should really buy this epic game and its franchise.",23.3
"all time classic. 11/10 would wallbang again and again.",247.8
"after you play counter-strike:global offensive you cannot play this game any more.is garbage beside counter-strike:global offensive.dont buy this game.it was great game at is time but now is too old.buy counter-strike:global offensive.",101.6
"brilliant gameplay, lots of options, graphics are very good for a game thats old and made 1st november 2000. one of the best first-person shooter games aroung its time 10 years after half-life.",0.2
"i really like the game, but i couldnt find the stupid cake.",691.6
"classic and yet still the one of the most entertaining fps-style shooters that has ever set foot on earth. gameplay mechanics are fun and yet challenging. game provides many different gamemodes from regular deathmatch-bomb plant mission to platformer style of gamemodes. overall an awesome game and i recommend it to anyone who has any cs experience or has any interest in fps-shooters :)",5.7
"having only played csgo for the past year or so, it is really nice to see what that game was rooted off of. i now know playing 1.6 what all the hype about counter strike is and the history behind it. 1.6 for its time period was such a benchmark game. really awesome!",1.3
"counter-strike is one of those games that still has people playing on servers 15 years later and probably still will due to its addictive and competitive gameplay. strongly recommend it. 10/10",12.7
"the best game in the world , and the best server 193.192.59.233:27062",517.8
"this will always be the best counter-strike ever, but i can no longer recommend it. 90% of servers are hosted by mexicans so if you dont know spanish.....2bad... try cs:go or cs: source.",76.6
"using an awp is cheaper than ing my mother and no one wants to see either. go play cod.",6.8
"the most repetitive and yet the most addictive game i ever played. its a must have! :)",4.8
"this game is a proof that games do not need to have good graphics for it to be fun & addictive. its one of the games which gives you the oppurtunity to go online & have fun with your friends :d",2182.4
"this is still the best fps out there. it has not undergone significant changes and therefore remains good and competitive, but only on esea coz apparently the valves support for the vac on public servers no longer works since cs:go has taken place over the professional scene. you know, its a dirty strategy for old school players to buy and enter in the cs:go world. so if you want enjoy this game atm, you must spend money and raise your level, coz if you plan to play on public servers youll only see lots of cheaters and id lans lol. valve should update vac for cs 1.6",1314.4
